sourceOccurrenceId,sourceTaxonId,sourceTaxonName,sourceBodyPartId,sourceBodyPartName,sourceLifeStageId,sourceLifeStageName,sourcePhysiologicalStateId,sourcePhysiologicalStateName,interactionTypeId,interactionTypeName,targetOccurrenceId,targetTaxonId,targetTaxonName,targetBodyPartId,targetBodyPartName,targetLifeStageId,targetLifeStageName,targetPhysiologicalStateId,targetPhysiologicalStateName,habitatId,habitatName,localityId,localityName,decimalLatitude,decimalLongitude,depth,altitude,observationDateTime,referenceDoi,referenceUrl,referenceCitation
,,Henningsomyces candidus,,,http://purl.obolibrary.org/obo/PATO_0001427,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Xylaria hypoxylon,,,http://purl.obolibrary.org/obo/PATO_0001428,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Tubercularia vulgaris,,,http://purl.obolibrary.org/obo/PATO_0001429,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Nectria cinnabarina,,,http://purl.obolibrary.org/obo/PATO_0001430,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Anthostoma melanotes,,,http://purl.obolibrary.org/obo/PATO_0001431,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Cryptosporella hypodermia,,,http://purl.obolibrary.org/obo/PATO_0001432,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Beneath bark of branches,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Lopadostoma gastrinum,,,http://purl.obolibrary.org/obo/PATO_0001433,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Quaternaria dissepta,,,http://purl.obolibrary.org/obo/PATO_0001434,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Eutypella stellulata,,,http://purl.obolibrary.org/obo/PATO_0001435,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Splanchnonema doedans,,,http://purl.obolibrary.org/obo/PATO_0001436,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Platychora ulmi,,,http://purl.obolibrary.org/obo/PATO_0001437,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen leaves,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Orbilia comma,,,http://purl.obolibrary.org/obo/PATO_0001438,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Bark,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Lachnum deflexum,,,http://purl.obolibrary.org/obo/PATO_0001439,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Bark,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Seiridium intermedium,,,http://purl.obolibrary.org/obo/PATO_0001440,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Bark,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Encoelia siparia,,,http://purl.obolibrary.org/obo/PATO_0001441,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Branches,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Habrostictis rubra,,,http://purl.obolibrary.org/obo/PATO_0001442,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Branches,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Sphaerostilbe aurantiaca,,,http://purl.obolibrary.org/obo/PATO_0001443,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Bark,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pleurotus astreatus,,,http://purl.obolibrary.org/obo/PATO_0001444,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Diplodia melaena,,,http://purl.obolibrary.org/obo/PATO_0001445,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Cucurbitaria naucosa,,,http://purl.obolibrary.org/obo/PATO_0001446,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Sarcosypha austriaca,,,http://purl.obolibrary.org/obo/PATO_0001446,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Mossy logs,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Phyllonorycter messaniella ,,,http://purl.obolibrary.org/obo/UBERON_0002548,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635169,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.182,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Ypsolopha parenthasella ,,,http://purl.obolibrary.org/obo/UBERON_0002549,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635170,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.183,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Oecphora bractella,,,http://purl.obolibrary.org/obo/UBERON_0002550,larva,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Nothofagus obliqua,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635172,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.185,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Carcina quercana,,,http://purl.obolibrary.org/obo/UBERON_0002551,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635173,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.186,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Diurnea fagella,,,http://purl.obolibrary.org/obo/UBERON_0002552,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635174,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.187,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Pandemis corylana,,,http://purl.obolibrary.org/obo/UBERON_0002553,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635175,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.188,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Pandemis cerasana,,,http://purl.obolibrary.org/obo/UBERON_0002554,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635176,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.189,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Pandemis cinnamomeana ,,,http://purl.obolibrary.org/obo/UBERON_0002555,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635177,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.190,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Pandemis heparana,,,http://purl.obolibrary.org/obo/UBERON_0002556,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635178,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.191,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Archips podana,,,http://purl.obolibrary.org/obo/UBERON_0002557,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635179,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.192,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Archips xylosteana ,,,http://purl.obolibrary.org/obo/UBERON_0002558,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635180,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.193,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Syndemis musculana,,,http://purl.obolibrary.org/obo/UBERON_0002559,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635181,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.194,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Ptycholoma lecheana ,,,http://purl.obolibrary.org/obo/UBERON_0002560,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635182,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.195,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Ditula angustiorana ,,,http://purl.obolibrary.org/obo/UBERON_0002561,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635183,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.196,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Acleris sparsana,,,http://purl.obolibrary.org/obo/UBERON_0002562,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635184,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.197,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Alsophila aescularia,,,http://purl.obolibrary.org/obo/UBERON_0002563,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635185,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.198,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Cyclophora linearia,,,http://purl.obolibrary.org/obo/UBERON_0002564,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635186,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.199,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Chloroclysta truncata,,,http://purl.obolibrary.org/obo/UBERON_0002565,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635187,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.200,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Electrophaes corylata,,,http://purl.obolibrary.org/obo/UBERON_0002566,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635188,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.201,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Epirrita dilutata,,,http://purl.obolibrary.org/obo/UBERON_0002567,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Operophtera brumata ,,,http://purl.obolibrary.org/obo/UBERON_0002568,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Eupithecia exiguata ,,,http://purl.obolibrary.org/obo/UBERON_0002569,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Eupithecia subfuscata ,,,http://purl.obolibrary.org/obo/UBERON_0002570,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Ennomos quercinaria,,,http://purl.obolibrary.org/obo/UBERON_0002571,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Selenia dentaria,,,http://purl.obolibrary.org/obo/UBERON_0002572,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Odontopera bidentata,,,http://purl.obolibrary.org/obo/UBERON_0002573,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Crocallis elinguaria,,,http://purl.obolibrary.org/obo/UBERON_0002574,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Ourapteryx sambucaria,,,http://purl.obolibrary.org/obo/UBERON_0002575,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Colotois pennaria,,,http://purl.obolibrary.org/obo/UBERON_0002576,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Apocheima hispidaria,,,http://purl.obolibrary.org/obo/UBERON_0002577,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Apocheima pilosaria,,,http://purl.obolibrary.org/obo/UBERON_0002578,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Lycia hirtaria,,,http://purl.obolibrary.org/obo/UBERON_0002579,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Biston strataria ,,,http://purl.obolibrary.org/obo/UBERON_0002580,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Biston betularia,,,http://purl.obolibrary.org/obo/UBERON_0002581,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Agriopis aurantiaria ,,,http://purl.obolibrary.org/obo/UBERON_0002582,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Agriopis marginaria,,,http://purl.obolibrary.org/obo/UBERON_0002583,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
,,Erannis defoliaria ,,,http://purl.obolibrary.org/obo/UBERON_0002584,larva,,,http://purl.obolibrary.org/obo/RO_0002470,eats,,,Nothofagus obliqua,,Leaves,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635189,United Kingdom of Great Britain and Northern Ireland,,,,,,10.1093/forestry/66.2.202,,"Welch, R. C., & Greatorex-Davies, J. N. (1993). Colonization of two Nothofagus species by Lepidoptera in southern Britain. Forestry: An International Journal of Forest Research, 66(2), 181-203."
