sourceOccurrenceId,sourceTaxonId,sourceTaxonName,sourceBodyPartId,sourceBodyPartName,sourceLifeStageId,sourceLifeStageName,sourcePhysiologicalStateId,sourcePhysiologicalStateName,interactionTypeId,interactionTypeName,targetOccurrenceId,targetTaxonId,targetTaxonName,targetBodyPartId,targetBodyPartName,targetLifeStageId,targetLifeStageName,targetPhysiologicalStateId,targetPhysiologicalStateName,habitatId,habitatName,localityId,localityName,decimalLatitude,decimalLongitude,depth,altitude,observationDateTime,referenceDoi,referenceUrl,referenceCitation
,,Heterodermia obscurata,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Lecanora horiza,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Leptogium brebissonii,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Leptogium cochleatum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Leptogium hibernicum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Leptogium saturninum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pachyphiale fagicola,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Parmeliella testacea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Porina rosei,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pyrenula hibernica,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ramonia chrysophaea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ramonia dictyospora,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Wadeana dendrographa,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Acrocordia gemmata,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Agonimia allobata,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Bacidia rubella,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Caloplaca ulcerosa,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pleurosticta acetabulum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Rinodina griseosoralifera,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0008501,epiphyte of,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Rhodotus palmatus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Rigidoporus ulmarius,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Volvariella bombycina,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Hypsizygus ulmarius,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Hypsizygus tessulatus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pleurotus ostreatus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pleurotus cornucopiae,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Flammulina velutipes,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Polyporus squamosus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Coprinellus disseminatus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Hypholoma fasciculare,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ganoderma applanatum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ganoderma australe,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ustulina deusta,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Roots,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Armillaria bulbosa,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Base,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Armillaria mellea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Base,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Oxyporus populinus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ustulina deusta,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Chondrostereum purpureum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Stereum hirsutum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Stereum rugosum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Athelopsis lembospora,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Megalocystidum luridum,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Phanerochaete sordida,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Radulomyces confluens,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Cylindrobasidium evolvens,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Lyomyces sambuci,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Schizopora paradoxa,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Hyphodontia pruni,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Peniophora cinerea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Peniophora lycii,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Peniophora incarnata,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Polyporus durus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Polyporus leptocephalus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Daedalea quercina,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Hapalopilus nidulans,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Skeletocutis nivea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Datronia mollis,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Bjerkandera adusta,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Ceriporia reticulata,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Trametes versicolor,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Hirneola auricula,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Fallen branches,http://purl.obolibrary.org/obo/PATO_0001432,decayed,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Calocera cornea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Trunks,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Exidia thuretiana,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,Small branches,http://purl.obolibrary.org/obo/PATO_0001422,dead,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Exidiopsis calcea,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Tremella indecorata,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Cyathus striatus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Galerina unicolor,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Pluteus salicinus,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Mycena adscendens,,,http://purl.obolibrary.org/obo/PATO_0001421,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Mycena meliigena,,,http://purl.obolibrary.org/obo/PATO_0001422,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Mycena pseudocorticola,,,http://purl.obolibrary.org/obo/PATO_0001423,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Clitopilus hobsonii,,,http://purl.obolibrary.org/obo/PATO_0001424,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Crepidotus mollis,,,http://purl.obolibrary.org/obo/PATO_0001425,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
,,Flagellocypha citrispora,,,http://purl.obolibrary.org/obo/PATO_0001426,alive,,,http://purl.obolibrary.org/obo/RO_0002434,interacts with,,,Ulmus glabra,,,,,,,,,GEONAMES:2635167,United Kingdom of Great Britain and Northern Ireland,,,,,,,,"Coleman, M. (2009). Wych elm. Edinburgh: Royal Botanic Garden Edinburgh."
